------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| fromConceptName                                                                                  | rel                  | toConceptName                                                                                    |
| "DM3-Tessellation data models"                                                                   | "is_subconcept_of"   | "DM-Data Modeling"                                                                               |
| "DM4-Vector and object data models"                                                              | "is_superconcept_of" | "DM4-1-Geometric primitives"                                                                     |
| "DM4-Vector and object data models"                                                              | "is_superconcept_of" | "DM4-2-The spaghetti model"                                                                      |
| "DM4-Vector and object data models"                                                              | "is_superconcept_of" | "DM4-3-The topological model"                                                                    |
| "DM4-Vector and object data models"                                                              | "is_superconcept_of" | "DM4-4-Classic vector data models"                                                               |
| "DM4-Vector and object data models"                                                              | "is_superconcept_of" | "DM4-5-The network model"                                                                        |
| "DM4-Vector and object data models"                                                              | "is_superconcept_of" | "DM4-6-Linear referencing"                                                                       |
| "DM4-Vector and object data models"                                                              | "is_superconcept_of" | "DM4-7-Object-based spatial databases"                                                           |
| "DM4-Vector and object data models"                                                              | "is_subconcept_of"   | "DM-Data Modeling"                                                                               |
| "DM5-Modeling 3D, temporal and uncertain phenomena"                                              | "is_superconcept_of" | "DM5-1-Spatio-temporal GIS"                                                                      |
| "DM5-Modeling 3D, temporal and uncertain phenomena"                                              | "is_superconcept_of" | "DM5-2-Modeling uncertainty"                                                                     |
| "DM5-Modeling 3D, temporal and uncertain phenomena"                                              | "is_superconcept_of" | "DM5-3-Modeling three-dimensional (3D) entities"                                                 |
| "DM5-Modeling 3D, temporal and uncertain phenomena"                                              | "is_subconcept_of"   | "DM-Data Modeling"                                                                               |
| "DN1-1-Impacts of transformations"                                                               | "is_subconcept_of"   | "DN1-Representation transformation"                                                              |
| "DN1-2-Data model and format conversion"                                                         | "is_subconcept_of"   | "DN1-Representation transformation"                                                              |
| "DN1-3-Interpolation"                                                                            | "is_subconcept_of"   | "DN1-Representation transformation"                                                              |
| "DN1-4-Vector-to-raster and raster-to-vector conversions"                                        | "is_subconcept_of"   | "DN1-Representation transformation"                                                              |
| "DN1-5-Raster resampling"                                                                        | "is_subconcept_of"   | "DN1-Representation transformation"                                                              |
| "DN1-6-Coordinate transformations"                                                               | "is_subconcept_of"   | "DN1-Representation transformation"                                                              |
| "DN2-1-Scale and generalization"                                                                 | "is_subconcept_of"   | "DN2-Generalization and aggregation"                                                             |
| "DN2-2-Approaches to point, line, and area generalization"                                       | "is_subconcept_of"   | "DN2-Generalization and aggregation"                                                             |
| "DN2-3-Classification and transformation of attribute measurement levels"                        | "is_subconcept_of"   | "DN2-Generalization and aggregation"                                                             |
| "DN2-4-Aggregation of spatial entities"                                                          | "is_subconcept_of"   | "DN2-Generalization and aggregation"                                                             |
| "DN3-1-Database change"                                                                          | "is_subconcept_of"   | "DN3-Transaction management of geospatial data"                                                  |
| "DN3-2-Modeling database change"                                                                 | "is_subconcept_of"   | "DN3-Transaction management of geospatial data"                                                  |
| "DN3-3-Reconciling database change"                                                              | "is_subconcept_of"   | "DN3-Transaction management of geospatial data"                                                  |
| "DN3-4-Managing versioned geospatial databases"                                                  | "is_subconcept_of"   | "DN3-Transaction management of geospatial data"                                                  |
| "DN-Data Manipulation"                                                                           | "is_superconcept_of" | "DN1-Representation transformation"                                                              |
| "DN-Data Manipulation"                                                                           | "is_superconcept_of" | "DN2-Generalization and aggregation"                                                             |
| "DN-Data Manipulation"                                                                           | "is_superconcept_of" | "DN3-Transaction management of geospatial data"                                                  |
| "DN1-Representation transformation"                                                              | "is_superconcept_of" | "DN1-1-Impacts of transformations"                                                               |
| "DN1-Representation transformation"                                                              | "is_superconcept_of" | "DN1-2-Data model and format conversion"                                                         |
| "DN1-Representation transformation"                                                              | "is_superconcept_of" | "DN1-3-Interpolation"                                                                            |
| "DN1-Representation transformation"                                                              | "is_superconcept_of" | "DN1-4-Vector-to-raster and raster-to-vector conversions"                                        |
| "DN1-Representation transformation"                                                              | "is_superconcept_of" | "DN1-5-Raster resampling"                                                                        |
| "DN1-Representation transformation"                                                              | "is_superconcept_of" | "DN1-6-Coordinate transformations"                                                               |
| "DN1-Representation transformation"                                                              | "is_subconcept_of"   | "DN-Data Manipulation"                                                                           |
| "DN2-Generalization and aggregation"                                                             | "is_superconcept_of" | "DN2-1-Scale and generalization"                                                                 |
| "DN2-Generalization and aggregation"                                                             | "is_superconcept_of" | "DN2-2-Approaches to point, line, and area generalization"                                       |
| "DN2-Generalization and aggregation"                                                             | "is_superconcept_of" | "DN2-3-Classification and transformation of attribute measurement levels"                        |
| "DN2-Generalization and aggregation"                                                             | "is_superconcept_of" | "DN2-4-Aggregation of spatial entities"                                                          |
| "DN2-Generalization and aggregation"                                                             | "is_subconcept_of"   | "DN-Data Manipulation"                                                                           |
| "DN3-Transaction management of geospatial data"                                                  | "is_superconcept_of" | "DN3-1-Database change"                                                                          |
| "DN3-Transaction management of geospatial data"                                                  | "is_superconcept_of" | "DN3-2-Modeling database change"                                                                 |
| "DN3-Transaction management of geospatial data"                                                  | "is_superconcept_of" | "DN3-3-Reconciling database change"                                                              |
| "DN3-Transaction management of geospatial data"                                                  | "is_superconcept_of" | "DN3-4-Managing versioned geospatial databases"                                                  |
| "DN3-Transaction management of geospatial data"                                                  | "is_subconcept_of"   | "DN-Data Manipulation"                                                                           |
| "GC1-1-Origins"                                                                                  | "is_subconcept_of"   | "GC1-Emergence of geocomputation"                                                                |
| "GC1-2-Trends"                                                                                   | "is_subconcept_of"   | "GC1-Emergence of geocomputation"                                                                |
| "GC2-1-High performance computing"                                                               | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC2-2-Computational intelligence"                                                               | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC2-3-Non-linearity relationships and non-Gaussian distributions"                               | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC2-4-Pattern recognition"                                                                      | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC2-5-Geospatial data classification"                                                           | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC2-6-Multi-layer feed-forward neural networks"                                                 | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC2-7-Space-scale algorithms"                                                                   | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC2-8-Rule learning"                                                                            | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC2-9-Neural network schemes"                                                                   | "is_subconcept_of"   | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC3-1-CA Model Structure"                                                                       | "is_subconcept_of"   | "GC3-Cellular Automata (CA) models"                                                              |
| "GC3-2-CA Transition Rule"                                                                       | "is_subconcept_of"   | "GC3-Cellular Automata (CA) models"                                                              |
| "GC3-3-CA simulation and calibration"                                                            | "is_subconcept_of"   | "GC3-Cellular Automata (CA) models"                                                              |
| "GC3-4-Integration of CA and other geocomputation methods"                                       | "is_subconcept_of"   | "GC3-Cellular Automata (CA) models"                                                              |
| "GC3-5-Typical CA applications"                                                                  | "is_subconcept_of"   | "GC3-Cellular Automata (CA) models"                                                              |
| "GC4-1-Greedy heuristics"                                                                        | "is_subconcept_of"   | "GC4-Heuristics"                                                                                 |
| "GC4-2-Interchange heuristics"                                                                   | "is_subconcept_of"   | "GC4-Heuristics"                                                                                 |
| "GC4-3-Interchange with probability"                                                             | "is_subconcept_of"   | "GC4-Heuristics"                                                                                 |
| "GC4-4-Simulated annealing"                                                                      | "is_subconcept_of"   | "GC4-Heuristics"                                                                                 |
| "GC4-5-Lagrangian relaxation"                                                                    | "is_subconcept_of"   | "GC4-Heuristics"                                                                                 |
| "GC5-1-GA and global solutions"                                                                  | "is_subconcept_of"   | "GC5-Genetic algorithms (GA)"                                                                    |
| "GC5-2-Genetic algorithms and artificial genomes"                                                | "is_subconcept_of"   | "GC5-Genetic algorithms (GA)"                                                                    |
| "GC6-1-Structure of agent-based models"                                                          | "is_subconcept_of"   | "GC6-Agent-based models"                                                                         |
| "GC6-2-Specification of agent-based models"                                                      | "is_subconcept_of"   | "GC6-Agent-based models"                                                                         |
| "GC6-3-Adaptive agents"                                                                          | "is_subconcept_of"   | "GC6-Agent-based models"                                                                         |
| "GC6-4-Microsimulation and Calibration of Agent Activities"                                      | "is_subconcept_of"   | "GC6-Agent-based models"                                                                         |
| "GC6-5-Encoding agent-based models"                                                              | "is_subconcept_of"   | "GC6-Agent-based models"                                                                         |
| "GC7-1-Simulation modeling"                                                                      | "is_subconcept_of"   | "GC7-Simulation modeling"                                                                        |
| "GC8-1-Definitions within a conceptual model of uncertainty"                                     | "is_subconcept_of"   | "GC8-Uncertainty"                                                                                |
| "GC8-2-Error"                                                                                    | "is_subconcept_of"   | "GC8-Uncertainty"                                                                                |
| "GC8-3-Problems of scale and zoning"                                                             | "is_subconcept_of"   | "GC8-Uncertainty"                                                                                |
| "GC8-4-Propagation of error in geospatial modeling"                                              | "is_subconcept_of"   | "GC8-Uncertainty"                                                                                |
| "GC8-5-Theory of error propagation"                                                              | "is_subconcept_of"   | "GC8-Uncertainty"                                                                                |
| "GC8-6-Problems of currency, source, and scale"                                                  | "is_subconcept_of"   | "GC8-Uncertainty"                                                                                |
| "GC9-1-Fuzzy logic"                                                                              | "is_subconcept_of"   | "GC9-Fuzzy sets"                                                                                 |
| "GC9-2-Fuzzy measures"                                                                           | "is_subconcept_of"   | "GC9-Fuzzy sets"                                                                                 |
| "GC9-3-Fuzzy aggregation operators"                                                              | "is_subconcept_of"   | "GC9-Fuzzy sets"                                                                                 |
| "GC9-4-Standardization"                                                                          | "is_subconcept_of"   | "GC9-Fuzzy sets"                                                                                 |
| "GC9-5-Weighting schemes"                                                                        | "is_subconcept_of"   | "GC9-Fuzzy sets"                                                                                 |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC1-Emergence of geocomputation"                                                                |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC2-Computational aspects and neurocomputing"                                                   |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC3-Cellular Automata (CA) models"                                                              |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC4-Heuristics"                                                                                 |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC5-Genetic algorithms (GA)"                                                                    |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC6-Agent-based models"                                                                         |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC7-Simulation modeling"                                                                        |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC8-Uncertainty"                                                                                |
| "GC-Geocomputation"                                                                              | "is_superconcept_of" | "GC9-Fuzzy sets"                                                                                 |
| "GC1-Emergence of geocomputation"                                                                | "is_superconcept_of" | "GC1-1-Origins"                                                                                  |
| "GC1-Emergence of geocomputation"                                                                | "is_superconcept_of" | "GC1-2-Trends"                                                                                   |
| "GC1-Emergence of geocomputation"                                                                | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-1-High performance computing"                                                               |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-2-Computational intelligence"                                                               |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-3-Non-linearity relationships and non-Gaussian distributions"                               |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-4-Pattern recognition"                                                                      |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-5-Geospatial data classification"                                                           |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-6-Multi-layer feed-forward neural networks"                                                 |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-7-Space-scale algorithms"                                                                   |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-8-Rule learning"                                                                            |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_superconcept_of" | "GC2-9-Neural network schemes"                                                                   |
| "GC2-Computational aspects and neurocomputing"                                                   | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GC3-Cellular Automata (CA) models"                                                              | "is_superconcept_of" | "GC3-1-CA Model Structure"                                                                       |
| "GC3-Cellular Automata (CA) models"                                                              | "is_superconcept_of" | "GC3-2-CA Transition Rule"                                                                       |
| "GC3-Cellular Automata (CA) models"                                                              | "is_superconcept_of" | "GC3-3-CA simulation and calibration"                                                            |
| "GC3-Cellular Automata (CA) models"                                                              | "is_superconcept_of" | "GC3-4-Integration of CA and other geocomputation methods"                                       |
| "GC3-Cellular Automata (CA) models"                                                              | "is_superconcept_of" | "GC3-5-Typical CA applications"                                                                  |
| "GC3-Cellular Automata (CA) models"                                                              | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GC4-Heuristics"                                                                                 | "is_superconcept_of" | "GC4-1-Greedy heuristics"                                                                        |
| "GC4-Heuristics"                                                                                 | "is_superconcept_of" | "GC4-2-Interchange heuristics"                                                                   |
| "GC4-Heuristics"                                                                                 | "is_superconcept_of" | "GC4-3-Interchange with probability"                                                             |
| "GC4-Heuristics"                                                                                 | "is_superconcept_of" | "GC4-4-Simulated annealing"                                                                      |
| "GC4-Heuristics"                                                                                 | "is_superconcept_of" | "GC4-5-Lagrangian relaxation"                                                                    |
| "GC4-Heuristics"                                                                                 | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GC5-Genetic algorithms (GA)"                                                                    | "is_superconcept_of" | "GC5-1-GA and global solutions"                                                                  |
| "GC5-Genetic algorithms (GA)"                                                                    | "is_superconcept_of" | "GC5-2-Genetic algorithms and artificial genomes"                                                |
| "GC5-Genetic algorithms (GA)"                                                                    | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GC6-Agent-based models"                                                                         | "is_superconcept_of" | "GC6-1-Structure of agent-based models"                                                          |
| "GC6-Agent-based models"                                                                         | "is_superconcept_of" | "GC6-2-Specification of agent-based models"                                                      |
| "GC6-Agent-based models"                                                                         | "is_superconcept_of" | "GC6-3-Adaptive agents"                                                                          |
| "GC6-Agent-based models"                                                                         | "is_superconcept_of" | "GC6-4-Microsimulation and Calibration of Agent Activities"                                      |
| "GC6-Agent-based models"                                                                         | "is_superconcept_of" | "GC6-5-Encoding agent-based models"                                                              |
| "GC6-Agent-based models"                                                                         | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GC7-Simulation modeling"                                                                        | "is_superconcept_of" | "GC7-1-Simulation modeling"                                                                      |
| "GC7-Simulation modeling"                                                                        | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GC8-Uncertainty"                                                                                | "is_superconcept_of" | "GC8-1-Definitions within a conceptual model of uncertainty"                                     |
| "GC8-Uncertainty"                                                                                | "is_superconcept_of" | "GC8-3-Problems of scale and zoning"                                                             |
| "GC8-Uncertainty"                                                                                | "is_superconcept_of" | "GC8-5-Theory of error propagation"                                                              |
| "GC8-Uncertainty"                                                                                | "is_superconcept_of" | "GC8-2-Error"                                                                                    |
| "GC8-Uncertainty"                                                                                | "is_superconcept_of" | "GC8-4-Propagation of error in geospatial modeling"                                              |
| "GC8-Uncertainty"                                                                                | "is_superconcept_of" | "GC8-6-Problems of currency, source, and scale"                                                  |
| "GC8-Uncertainty"                                                                                | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GC9-Fuzzy sets"                                                                                 | "is_superconcept_of" | "GC9-3-Fuzzy aggregation operators"                                                              |
| "GC9-Fuzzy sets"                                                                                 | "is_superconcept_of" | "GC9-5-Weighting schemes"                                                                        |
| "GC9-Fuzzy sets"                                                                                 | "is_superconcept_of" | "GC9-1-Fuzzy logic"                                                                              |
| "GC9-Fuzzy sets"                                                                                 | "is_superconcept_of" | "GC9-2-Fuzzy measures"                                                                           |
| "GC9-Fuzzy sets"                                                                                 | "is_superconcept_of" | "GC9-4-Standardization"                                                                          |
| "GC9-Fuzzy sets"                                                                                 | "is_subconcept_of"   | "GC-Geocomputation"                                                                              |
| "GD1-1-History of understanding Earths shape"                                                    | "is_subconcept_of"   | "GD1-Earth geometry"                                                                             |
| "GD1-2-Approximating the Earths shape with geoids"                                               | "is_subconcept_of"   | "GD1-Earth geometry"                                                                             |
| "GD1-3-Approximating the geoid with spheres and ellipsoids"                                      | "is_subconcept_of"   | "GD1-Earth geometry"                                                                             |
| "GD2-1-Unsystematic method"                                                                      | "is_subconcept_of"   | "GD2-Land partitioning systems"                                                                  |
| "GD2-2-Systematic methods"                                                                       | "is_subconcept_of"   | "GD2-Land partitioning systems"                                                                  |
| "GD3-1-Geographic coordinate system"                                                             | "is_subconcept_of"   | "GD3-Georeferencing systems"                                                                     |
| "GD3-2-Plane coordinate systems"                                                                 | "is_subconcept_of"   | "GD3-Georeferencing systems"                                                                     |
| "GD3-3-Tessellated referencing systems"                                                          | "is_subconcept_of"   | "GD3-Georeferencing systems"                                                                     |
| "GD3-4-Linear referencing systems"                                                               | "is_subconcept_of"   | "GD3-Georeferencing systems"                                                                     |
| "GD4-1-Horizontal datums"                                                                        | "is_subconcept_of"   | "GD4-Datums"                                                                                     |
| "GD4-2-Vertical datums"                                                                          | "is_subconcept_of"   | "GD4-Datums"                                                                                     |
| "GD5-1-Map projection properties"                                                                | "is_subconcept_of"   | "GD5-Map projections"                                                                            |
| "GD5-2-Map projection classes"                                                                   | "is_subconcept_of"   | "GD5-Map projections"                                                                            |
| "GD5-3-Map projection parameters"                                                                | "is_subconcept_of"   | "GD5-Map projections"                                                                            |
| "GD5-4-Georegistration"                                                                          | "is_subconcept_of"   | "GD5-Map projections"                                                                            |
| "GD6-1-Geometric accuracy"                                                                       | "is_subconcept_of"   | "GD6-Data quality"                                                                               |
| "GD6-2-Thematic accuracy"                                                                        | "is_subconcept_of"   | "GD6-Data quality"                                                                               |
| "GD6-3-Resolution"                                                                               | "is_subconcept_of"   | "GD6-Data quality"                                                                               |
| "GD6-4-Precision"                                                                                | "is_subconcept_of"   | "GD6-Data quality"                                                                               |
| "GD6-5-Primary and secondary sources"                                                            | "is_subconcept_of"   | "GD6-Data quality"                                                                               |
| "GD7-1-Survey theory and electro-optical methods"                                                | "is_subconcept_of"   | "GD7-Land surveying and GPS"                                                                     |
| "GD7-2-Land record"                                                                              | "is_subconcept_of"   | "GD7-Land surveying and GPS"                                                                     |
| "GD7-3-Global Positioning System"                                                                | "is_subconcept_of"   | "GD7-Land surveying and GPS"                                                                     |
| "GD8-1-Tablet digitizing"                                                                        | "is_subconcept_of"   | "GD8-Digitizing"                                                                                 |
| "GD8-2-On-screen digitizing"                                                                     | "is_subconcept_of"   | "GD8-Digitizing"                                                                                 |
| "GD8-3-Scanning and automated vectorization techniques"                                          | "is_subconcept_of"   | "GD8-Digitizing"                                                                                 |
| "GD9-1-Sample size selection"                                                                    | "is_subconcept_of"   | "GD9-Field data collection"                                                                      |
| "GD9-2-Spatial sample types"                                                                     | "is_subconcept_of"   | "GD9-Field data collection"                                                                      |
| "GD9-3-Sample intervals"                                                                         | "is_subconcept_of"   | "GD9-Field data collection"                                                                      |
| "GD9-4-Field data technologies"                                                                  | "is_subconcept_of"   | "GD9-Field data collection"                                                                      |
| "GD10-1-Nature of aerial image data"                                                             | "is_subconcept_of"   | "GD10-Aerial imaging and photogrammetry"                                                         |
| "GD10-2-Platforms and sensors"                                                                   | "is_subconcept_of"   | "GD10-Aerial imaging and photogrammetry"                                                         |
| "GD10-3-Aerial image interpretation"                                                             | "is_subconcept_of"   | "GD10-Aerial imaging and photogrammetry"                                                         |
| "GD10-4-Stereoscopy and orthoimagery"                                                            | "is_subconcept_of"   | "GD10-Aerial imaging and photogrammetry"                                                         |
| "GD10-5-Vector data extraction"                                                                  | "is_subconcept_of"   | "GD10-Aerial imaging and photogrammetry"                                                         |
| "GD10-6-Mission planning"                                                                        | "is_subconcept_of"   | "GD10-Aerial imaging and photogrammetry"                                                         |
| "GD11-1-Nature of multispectral image data"                                                      | "is_subconcept_of"   | "GD11-Satellite and shipboard remote sensing"                                                    |
| "GD11-2-Platforms and sensors"                                                                   | "is_subconcept_of"   | "GD11-Satellite and shipboard remote sensing"                                                    |
| "GD11-3-Algorithms and processing"                                                               | "is_subconcept_of"   | "GD11-Satellite and shipboard remote sensing"                                                    |
| "GD11-4-Ground verification and accuracy assessment"                                             | "is_subconcept_of"   | "GD11-Satellite and shipboard remote sensing"                                                    |
| "GD11-5-Applications and settings"                                                               | "is_subconcept_of"   | "GD11-Satellite and shipboard remote sensing"                                                    |
| "GD12-1-Metadata"                                                                                | "is_subconcept_of"   | "GD12-Metadata, standards, and infrastructures"                                                  |
| "GD12-2-Content standards"                                                                       | "is_subconcept_of"   | "GD12-Metadata, standards, and infrastructures"                                                  |
| "GD12-3-Data warehouse"                                                                          | "is_subconcept_of"   | "GD12-Metadata, standards, and infrastructures"                                                  |
| "GD12-4-Exchange specifications"                                                                 | "is_subconcept_of"   | "GD12-Metadata, standards, and infrastructures"                                                  |
| "GD12-5-Transport protocols"                                                                     | "is_subconcept_of"   | "GD12-Metadata, standards, and infrastructures"                                                  |
| "GD12-6-Spatial Data Infrastructures"                                                            | "is_subconcept_of"   | "GD12-Metadata, standards, and infrastructures"                                                  |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD1-Earth geometry"                                                                             |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD2-Land partitioning systems"                                                                  |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD3-Georeferencing systems"                                                                     |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD4-Datums"                                                                                     |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD5-Map projections"                                                                            |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD6-Data quality"                                                                               |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD7-Land surveying and GPS"                                                                     |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD8-Digitizing"                                                                                 |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD9-Field data collection"                                                                      |
| "GD-Geospatial Data"                                                                             | "is_superconcept_of" | "GD10-Aerial imaging and photogrammetry"                                                         |
